Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2 
bandikishwaga;kwandika;three;pl;past cont;passive;indicative;causative;to write;bandikishwaga;imperfective;past;.ba.ndi.ki.shwa.ga.;ba.ndi.ki.shwa.ga
bandikirwaga;kwandika;three;pl;past cont;passive;indicative;applicative;to write;bandikirwaga;imperfective;past;.ba.ndi.ki.rwa.ga.;ba.ndi.ki.rwa.ga
bandikanwaga;kwandika;three;pl;past cont;passive;indicative;comitative;to write;bandikanwaga;imperfective;past;.ba.ndi.ka.nwa.ga.;ba.ndi.ka.nwa.ga
bandikagurwaga;kwandika;three;pl;past cont;passive;indicative;frequentative;to write;bandikagurwaga;imperfective;past;.ba.ndi.ka.gu.rwa.ga.;ba.ndi.ka.gu.rwa.ga
bandikururwaga;kwandika;three;pl;past cont;passive;indicative;iterative;to write;bandikururwaga;imperfective;past;.ba.ndi.ku.ru.rwa.ga.;ba.ndi.ku.ru.rwa.ga
bandikurwaga;kwandika;three;pl;past cont;passive;indicative;reversive;to write;bandikurwaga;imperfective;past;.ba.ndi.ku.rwa.ga.;ba.ndi.ku.rwa.ga
nanditse;kwandika;one;sg;past;active;indicative;neutral;to write;nanditse;perfective;past;.na.ndi.tse.;na.ndi.tse
nandikishije;kwandika;one;sg;past;active;indicative;causative;to write;nandikishije;perfective;past;.na.ndi.ki.shi.je.;na.ndi.ki.shi.je
nandikiye;kwandika;one;sg;past;active;indicative;applicative;to write;nandikiye;perfective;past;.na.ndi.ki.ye.;na.ndi.ki.ye
nandikanye;kwandika;one;sg;past;active;indicative;comitative;to write;nandikanye;perfective;past;.na.ndi.ka.nye.;na.ndi.ka.nye
nandikaguye;kwandika;one;sg;past;active;indicative;frequentative;to write;nandikaguye;perfective;past;.na.ndi.ka.gu.ye.;na.ndi.ka.gu.ye
nandikuruye;kwandika;one;sg;past;active;indicative;iterative;to write;nandikuruye;perfective;past;.na.ndi.ku.ru.ye.;na.ndi.ku.ru.ye
nandikuye;kwandika;one;sg;past;active;indicative;reversive;to write;nandikuye;perfective;past;.na.ndi.ku.ye.;na.ndi.ku.ye
wanditse;kwandika;two;sg;past;active;indicative;neutral;to write;wanditse;perfective;past;.wa.ndi.tse.;wa.ndi.tse
wandikishije;kwandika;two;sg;past;active;indicative;causative;to write;wandikishije;perfective;past;.wa.ndi.ki.shi.je.;wa.ndi.ki.shi.je
wandikiye;kwandika;two;sg;past;active;indicative;applicative;to write;wandikiye;perfective;past;.wa.ndi.ki.ye.;wa.ndi.ki.ye
wandikanye;kwandika;two;sg;past;active;indicative;comitative;to write;wandikanye;perfective;past;.wa.ndi.ka.nye.;wa.ndi.ka.nye
wandikaguye;kwandika;two;sg;past;active;indicative;frequentative;to write;wandikaguye;perfective;past;.wa.ndi.ka.gu.ye.;wa.ndi.ka.gu.ye
wandikuruye;kwandika;two;sg;past;active;indicative;iterative;to write;wandikuruye;perfective;past;.wa.ndi.ku.ru.ye.;wa.ndi.ku.ru.ye
wandikuye;kwandika;two;sg;past;active;indicative;reversive;to write;wandikuye;perfective;past;.wa.ndi.ku.ye.;wa.ndi.ku.ye
yanditse;kwandika;three;sg;past;active;indicative;neutral;to write;yanditse;perfective;past;.ya.ndi.tse.;ya.ndi.tse
yandikishije;kwandika;three;sg;past;active;indicative;causative;to write;yandikishije;perfective;past;.ya.ndi.ki.shi.je.;ya.ndi.ki.shi.je
yandikiye;kwandika;three;sg;past;active;indicative;applicative;to write;yandikiye;perfective;past;.ya.ndi.ki.ye.;ya.ndi.ki.ye
yandikanye;kwandika;three;sg;past;active;indicative;comitative;to write;yandikanye;perfective;past;.ya.ndi.ka.nye.;ya.ndi.ka.nye
yandikaguye;kwandika;three;sg;past;active;indicative;frequentative;to write;yandikaguye;perfective;past;.ya.ndi.ka.gu.ye.;ya.ndi.ka.gu.ye
yandikuruye;kwandika;three;sg;past;active;indicative;iterative;to write;yandikuruye;perfective;past;.ya.ndi.ku.ru.ye.;ya.ndi.ku.ru.ye
yandikuye;kwandika;three;sg;past;active;indicative;reversive;to write;yandikuye;perfective;past;.ya.ndi.ku.ye.;ya.ndi.ku.ye
twanditse;kwandika;one;pl;past;active;indicative;neutral;to write;twanditse;perfective;past;.twa.ndi.tse.;twa.ndi.tse
twandikishije;kwandika;one;pl;past;active;indicative;causative;to write;twandikishije;perfective;past;.twa.ndi.ki.shi.je.;twa.ndi.ki.shi.je
twandikiye;kwandika;one;pl;past;active;indicative;applicative;to write;twandikiye;perfective;past;.twa.ndi.ki.ye.;twa.ndi.ki.ye
twandikanye;kwandika;one;pl;past;active;indicative;comitative;to write;twandikanye;perfective;past;.twa.ndi.ka.nye.;twa.ndi.ka.nye
twandikaguye;kwandika;one;pl;past;active;indicative;frequentative;to write;twandikaguye;perfective;past;.twa.ndi.ka.gu.ye.;twa.ndi.ka.gu.ye
twandikuruye;kwandika;one;pl;past;active;indicative;iterative;to write;twandikuruye;perfective;past;.twa.ndi.ku.ru.ye.;twa.ndi.ku.ru.ye
twandikuye;kwandika;one;pl;past;active;indicative;reversive;to write;twandikuye;perfective;past;.twa.ndi.ku.ye.;twa.ndi.ku.ye
mwanditse;kwandika;two;pl;past;active;indicative;neutral;to write;mwanditse;perfective;past;.mwa.ndi.tse.;mwa.ndi.tse
mwandikishije;kwandika;two;pl;past;active;indicative;causative;to write;mwandikishije;perfective;past;.mwa.ndi.ki.shi.je.;mwa.ndi.ki.shi.je
mwandikiye;kwandika;two;pl;past;active;indicative;applicative;to write;mwandikiye;perfective;past;.mwa.ndi.ki.ye.;mwa.ndi.ki.ye
mwandikanye;kwandika;two;pl;past;active;indicative;comitative;to write;mwandikanye;perfective;past;.mwa.ndi.ka.nye.;mwa.ndi.ka.nye
mwandikaguye;kwandika;two;pl;past;active;indicative;frequentative;to write;mwandikaguye;perfective;past;.mwa.ndi.ka.gu.ye.;mwa.ndi.ka.gu.ye
mwandikuruye;kwandika;two;pl;past;active;indicative;iterative;to write;mwandikuruye;perfective;past;.mwa.ndi.ku.ru.ye.;mwa.ndi.ku.ru.ye
mwandikuye;kwandika;two;pl;past;active;indicative;reversive;to write;mwandikuye;perfective;past;.mwa.ndi.ku.ye.;mwa.ndi.ku.ye
banditse;kwandika;three;pl;past;active;indicative;neutral;to write;banditse;perfective;past;.ba.ndi.tse.;ba.ndi.tse
bandikishije;kwandika;three;pl;past;active;indicative;causative;to write;bandikishije;perfective;past;.ba.ndi.ki.shi.je.;ba.ndi.ki.shi.je
bandikiye;kwandika;three;pl;past;active;indicative;applicative;to write;bandikiye;perfective;past;.ba.ndi.ki.ye.;ba.ndi.ki.ye
bandikanye;kwandika;three;pl;past;active;indicative;comitative;to write;bandikanye;perfective;past;.ba.ndi.ka.nye.;ba.ndi.ka.nye
bandikaguye;kwandika;three;pl;past;active;indicative;frequentative;to write;bandikaguye;perfective;past;.ba.ndi.ka.gu.ye.;ba.ndi.ka.gu.ye
bandikuruye;kwandika;three;pl;past;active;indicative;iterative;to write;bandikuruye;perfective;past;.ba.ndi.ku.ru.ye.;ba.ndi.ku.ru.ye
bandikuye;kwandika;three;pl;past;active;indicative;reversive;to write;bandikuye;perfective;past;.ba.ndi.ku.ye.;ba.ndi.ku.ye
nanditswe;kwandika;one;sg;past;passive;indicative;neutral;to write;nanditswe;perfective;past;.na.ndi.tswe.;na.ndi.tswe
nandiikishijwe;kwandika;one;sg;past;passive;indicative;causative;to write;nandiikishijwe;perfective;past;.na.ndi.i.ki.shi.jwe.;na.ndi.i.ki.shi.jwe
nandikiwe;kwandika;one;sg;past;passive;indicative;applicative;to write;nandikiwe;perfective;past;.na.ndi.ki.we.;na.ndi.ki.we
nandikanwe;kwandika;one;sg;past;passive;indicative;comitative;to write;nandikanwe;perfective;past;.na.ndi.ka.nwe.;na.ndi.ka.nwe
nandikaguwe;kwandika;one;sg;past;passive;indicative;frequentative;to write;nandikaguwe;perfective;past;.na.ndi.ka.gu.we.;na.ndi.ka.gu.we
nandikuruwe;kwandika;one;sg;past;passive;indicative;iterative;to write;nandikuruwe;perfective;past;.na.ndi.ku.ru.we.;na.ndi.ku.ru.we
nandikuwe;kwandika;one;sg;past;passive;indicative;reversive;to write;nandikuwe;perfective;past;.na.ndi.ku.we.;na.ndi.ku.we
wanditswe;kwandika;two;sg;past;passive;indicative;neutral;to write;wanditswe;perfective;past;.wa.ndi.tswe.;wa.ndi.tswe
wandikishijwe;kwandika;two;sg;past;passive;indicative;causative;to write;wandikishijwe;perfective;past;.wa.ndi.ki.shi.jwe.;wa.ndi.ki.shi.jwe
wandikiwe;kwandika;two;sg;past;passive;indicative;applicative;to write;wandikiwe;perfective;past;.wa.ndi.ki.we.;wa.ndi.ki.we
wandikanwe;kwandika;two;sg;past;passive;indicative;comitative;to write;wandikanwe;perfective;past;.wa.ndi.ka.nwe.;wa.ndi.ka.nwe
wandikaguwe;kwandika;two;sg;past;passive;indicative;frequentative;to write;wandikaguwe;perfective;past;.wa.ndi.ka.gu.we.;wa.ndi.ka.gu.we
wandikuruwe;kwandika;two;sg;past;passive;indicative;iterative;to write;wandikuruwe;perfective;past;.wa.ndi.ku.ru.we.;wa.ndi.ku.ru.we
wandikuwe;kwandika;two;sg;past;passive;indicative;reversive;to write;wandikuwe;perfective;past;.wa.ndi.ku.we.;wa.ndi.ku.we
yanditswe;kwandika;three;sg;past;passive;indicative;neutral;to write;yanditswe;perfective;past;.ya.ndi.tswe.;ya.ndi.tswe
yandikishijwe;kwandika;three;sg;past;passive;indicative;causative;to write;yandikishijwe;perfective;past;.ya.ndi.ki.shi.jwe.;ya.ndi.ki.shi.jwe
yandikiwe;kwandika;three;sg;past;passive;indicative;applicative;to write;yandikiwe;perfective;past;.ya.ndi.ki.we.;ya.ndi.ki.we
yandikanwe;kwandika;three;sg;past;passive;indicative;comitative;to write;yandikanwe;perfective;past;.ya.ndi.ka.nwe.;ya.ndi.ka.nwe
yandikaguwe;kwandika;three;sg;past;passive;indicative;frequentative;to write;yandikaguwe;perfective;past;.ya.ndi.ka.gu.we.;ya.ndi.ka.gu.we
yandikuruwe;kwandika;three;sg;past;passive;indicative;iterative;to write;yandikuruwe;perfective;past;.ya.ndi.ku.ru.we.;ya.ndi.ku.ru.we
yandikuwe;kwandika;three;sg;past;passive;indicative;reversive;to write;yandikuwe;perfective;past;.ya.ndi.ku.we.;ya.ndi.ku.we
twanditswe;kwandika;one;pl;past;passive;indicative;neutral;to write;twanditswe;perfective;past;.twa.ndi.tswe.;twa.ndi.tswe
twandikishijwe;kwandika;one;pl;past;passive;indicative;causative;to write;twandikishijwe;perfective;past;.twa.ndi.ki.shi.jwe.;twa.ndi.ki.shi.jwe
twandikiwe;kwandika;one;pl;past;passive;indicative;applicative;to write;twandikiwe;perfective;past;.twa.ndi.ki.we.;twa.ndi.ki.we
twandikanwe;kwandika;one;pl;past;passive;indicative;comitative;to write;twandikanwe;perfective;past;.twa.ndi.ka.nwe.;twa.ndi.ka.nwe
twandikaguwe;kwandika;one;pl;past;passive;indicative;frequentative;to write;twandikaguwe;perfective;past;.twa.ndi.ka.gu.we.;twa.ndi.ka.gu.we
twandikuruwe;kwandika;one;pl;past;passive;indicative;iterative;to write;twandikuruwe;perfective;past;.twa.ndi.ku.ru.we.;twa.ndi.ku.ru.we
twandikuwe;kwandika;one;pl;past;passive;indicative;reversive;to write;twandikuwe;perfective;past;.twa.ndi.ku.we.;twa.ndi.ku.we
mwanditswe;kwandika;two;pl;past;passive;indicative;neutral;to write;mwanditswe;perfective;past;.mwa.ndi.tswe.;mwa.ndi.tswe
mwandikishijwe;kwandika;two;pl;past;passive;indicative;causative;to write;mwandikishijwe;perfective;past;.mwa.ndi.ki.shi.jwe.;mwa.ndi.ki.shi.jwe
mwandikiwe;kwandika;two;pl;past;passive;indicative;applicative;to write;mwandikiwe;perfective;past;.mwa.ndi.ki.we.;mwa.ndi.ki.we
mwandikanwe;kwandika;two;pl;past;passive;indicative;comitative;to write;mwandikanwe;perfective;past;.mwa.ndi.ka.nwe.;mwa.ndi.ka.nwe
mwandikaguwe;kwandika;two;pl;past;passive;indicative;frequentative;to write;mwandikaguwe;perfective;past;.mwa.ndi.ka.gu.we.;mwa.ndi.ka.gu.we
mwandikuruwe;kwandika;two;pl;past;passive;indicative;iterative;to write;mwandikuruwe;perfective;past;.mwa.ndi.ku.ru.we.;mwa.ndi.ku.ru.we
mwandikuwe;kwandika;two;pl;past;passive;indicative;reversive;to write;mwandikuwe;perfective;past;.mwa.ndi.ku.we.;mwa.ndi.ku.we
banditswe;kwandika;three;pl;past;passive;indicative;neutral;to write;banditswe;perfective;past;.ba.ndi.tswe.;ba.ndi.tswe
bandikishijwe;kwandika;three;pl;past;passive;indicative;causative;to write;bandikishijwe;perfective;past;.ba.ndi.ki.shi.jwe.;ba.ndi.ki.shi.jwe
bandikiwe;kwandika;three;pl;past;passive;indicative;applicative;to write;bandikiwe;perfective;past;.ba.ndi.ki.we.;ba.ndi.ki.we
bandikanwe;kwandika;three;pl;past;passive;indicative;comitative;to write;bandikanwe;perfective;past;.ba.ndi.ka.nwe.;ba.ndi.ka.nwe
bandikaguwe;kwandika;three;pl;past;passive;indicative;frequentative;to write;bandikaguwe;perfective;past;.ba.ndi.ka.gu.we.;ba.ndi.ka.gu.we
bandikuruwe;kwandika;three;pl;past;passive;indicative;iterative;to write;bandikuruwe;perfective;past;.ba.ndi.ku.ru.we.;ba.ndi.ku.ru.we
bandikuwe;kwandika;three;pl;past;passive;indicative;reversive;to write;bandikuwe;perfective;past;.ba.ndi.ku.we.;ba.ndi.ku.we
nzabanandika;kwandika;one;sg;future cont;active;indicative;neutral;to write;nzaba nandika;imperfective;future;.nza.ba.na.ndi.ka.;nza.ba.na.ndi.ka
nzabanandikisha;kwandika;one;sg;future cont;active;indicative;causative;to write;nzaba nandikisha;imperfective;future;.nza.ba.na.ndi.ki.sha.;nza.ba.na.ndi.ki.sha
nzabanandikira;kwandika;one;sg;future cont;active;indicative;applicative;to write;nzaba nandikira;imperfective;future;.nza.ba.na.ndi.ki.ra.;nza.ba.na.ndi.ki.ra
nzabanandikana;kwandika;one;sg;future cont;active;indicative;comitative;to write;nzaba nandikana;imperfective;future;.nza.ba.na.ndi.ka.na.;nza.ba.na.ndi.ka.na
nzabanandikagura;kwandika;one;sg;future cont;active;indicative;frequentative;to write;nzaba nandikagura;imperfective;future;.nza.ba.na.ndi.ka.gu.ra.;nza.ba.na.ndi.ka.gu.ra
nzabanandikurura;kwandika;one;sg;future cont;active;indicative;iterative;to write;nzaba nandikurura;imperfective;future;.nza.ba.na.ndi.ku.ru.ra.;nza.ba.na.ndi.ku.ru.ra
nzabanandikura;kwandika;one;sg;future cont;active;indicative;reversive;to write;nzaba nandikura;imperfective;future;.nza.ba.na.ndi.ku.ra.;nza.ba.na.ndi.ku.ra
uzabawandika;kwandika;two;sg;future cont;active;indicative;neutral;to write;uzaba wandika;imperfective;future;.u.za.ba.wa.ndi.ka.;u.za.ba.wa.ndi.ka
uzabawandikisha;kwandika;two;sg;future cont;active;indicative;causative;to write;uzaba wandikisha;imperfective;future;.u.za.ba.wa.ndi.ki.sha.;u.za.ba.wa.ndi.ki.sha
uzabawandikira;kwandika;two;sg;future cont;active;indicative;applicative;to write;uzaba wandikira;imperfective;future;.u.za.ba.wa.ndi.ki.ra.;u.za.ba.wa.ndi.ki.ra
uzabawandikana;kwandika;two;sg;future cont;active;indicative;comitative;to write;uzaba wandikana;imperfective;future;.u.za.ba.wa.ndi.ka.na.;u.za.ba.wa.ndi.ka.na
uzabawandikagura;kwandika;two;sg;future cont;active;indicative;frequentative;to write;uzaba wandikagura;imperfective;future;.u.za.ba.wa.ndi.ka.gu.ra.;u.za.ba.wa.ndi.ka.gu.ra
uzabawandikurura;kwandika;two;sg;future cont;active;indicative;iterative;to write;uzaba wandikurura;imperfective;future;.u.za.ba.wa.ndi.ku.ru.ra.;u.za.ba.wa.ndi.ku.ru.ra
uzabawandikura;kwandika;two;sg;future cont;active;indicative;reversive;to write;uzaba wandikura;imperfective;future;.u.za.ba.wa.ndi.ku.ra.;u.za.ba.wa.ndi.ku.ra
azabayandika;kwandika;three;sg;future cont;active;indicative;neutral;to write;azaba yandika;imperfective;future;.a.za.ba.ya.ndi.ka.;a.za.ba.ya.ndi.ka
azabayandikisha;kwandika;three;sg;future cont;active;indicative;causative;to write;azaba yandikisha;imperfective;future;.a.za.ba.ya.ndi.ki.sha.;a.za.ba.ya.ndi.ki.sha
azabayandikira;kwandika;three;sg;future cont;active;indicative;applicative;to write;azaba yandikira;imperfective;future;.a.za.ba.ya.ndi.ki.ra.;a.za.ba.ya.ndi.ki.ra
azabayandikana;kwandika;three;sg;future cont;active;indicative;comitative;to write;azaba yandikana;imperfective;future;.a.za.ba.ya.ndi.ka.na.;a.za.ba.ya.ndi.ka.na
azabayandikagura;kwandika;three;sg;future cont;active;indicative;frequentative;to write;azaba yandikagura;imperfective;future;.a.za.ba.ya.ndi.ka.gu.ra.;a.za.ba.ya.ndi.ka.gu.ra
azabayandikurura;kwandika;three;sg;future cont;active;indicative;iterative;to write;azaba yandikurura;imperfective;future;.a.za.ba.ya.ndi.ku.ru.ra.;a.za.ba.ya.ndi.ku.ru.ra
azabayandikura;kwandika;three;sg;future cont;active;indicative;reversive;to write;azaba yandikura;imperfective;future;.a.za.ba.ya.ndi.ku.ra.;a.za.ba.ya.ndi.ku.ra
tuzabatwandika;kwandika;one;pl;future cont;active;indicative;neutral;to write;tuzaba twandika;imperfective;future;.tu.za.ba.twa.ndi.ka.;tu.za.ba.twa.ndi.ka
tuzabatwandikisha;kwandika;one;pl;future cont;active;indicative;causative;to write;tuzaba twandikisha;imperfective;future;.tu.za.ba.twa.ndi.ki.sha.;tu.za.ba.twa.ndi.ki.sha
tuzabatwandikira;kwandika;one;pl;future cont;active;indicative;applicative;to write;tuzaba twandikira;imperfective;future;.tu.za.ba.twa.ndi.ki.ra.;tu.za.ba.twa.ndi.ki.ra
tuzabatwandikana;kwandika;one;pl;future cont;active;indicative;comitative;to write;tuzaba twandikana;imperfective;future;.tu.za.ba.twa.ndi.ka.na.;tu.za.ba.twa.ndi.ka.na
tuzabatwandikagura;kwandika;one;pl;future cont;active;indicative;frequentative;to write;tuzaba twandikagura;imperfective;future;.tu.za.ba.twa.ndi.ka.gu.ra.;tu.za.ba.twa.ndi.ka.gu.ra
tuzabatwandikurura;kwandika;one;pl;future cont;active;indicative;iterative;to write;tuzaba twandikurura;imperfective;future;.tu.za.ba.twa.ndi.ku.ru.ra.;tu.za.ba.twa.ndi.ku.ru.ra
tuzabatwandikura;kwandika;one;pl;future cont;active;indicative;reversive;to write;tuzaba twandikura;imperfective;future;.tu.za.ba.twa.ndi.ku.ra.;tu.za.ba.twa.ndi.ku.ra
muzabamwandika;kwandika;two;pl;future cont;active;indicative;neutral;to write;muzaba mwandika;imperfective;future;.mu.za.ba.mwa.ndi.ka.;mu.za.ba.mwa.ndi.ka
muzabamwandikisha;kwandika;two;pl;future cont;active;indicative;causative;to write;muzaba mwandikisha;imperfective;future;.mu.za.ba.mwa.ndi.ki.sha.;mu.za.ba.mwa.ndi.ki.sha
muzabamwandikira;kwandika;two;pl;future cont;active;indicative;applicative;to write;muzaba mwandikira;imperfective;future;.mu.za.ba.mwa.ndi.ki.ra.;mu.za.ba.mwa.ndi.ki.ra
muzabamwandikana;kwandika;two;pl;future cont;active;indicative;comitative;to write;muzaba mwandikana;imperfective;future;.mu.za.ba.mwa.ndi.ka.na.;mu.za.ba.mwa.ndi.ka.na
muzabamwandikagura;kwandika;two;pl;future cont;active;indicative;frequentative;to write;muzaba mwandikagura;imperfective;future;.mu.za.ba.mwa.ndi.ka.gu.ra.;mu.za.ba.mwa.ndi.ka.gu.ra
muzabamwandikurura;kwandika;two;pl;future cont;active;indicative;iterative;to write;muzaba mwandikurura;imperfective;future;.mu.za.ba.mwa.ndi.ku.ru.ra.;mu.za.ba.mwa.ndi.ku.ru.ra
muzabamwandikura;kwandika;two;pl;future cont;active;indicative;reversive;to write;muzaba mwandikura;imperfective;future;.mu.za.ba.mwa.ndi.ku.ra.;mu.za.ba.mwa.ndi.ku.ra
bazababandika;kwandika;three;pl;future cont;active;indicative;neutral;to write;bazaba bandika;imperfective;future;.ba.za.ba.ba.ndi.ka.;ba.za.ba.ba.ndi.ka
bazababandikisha;kwandika;three;pl;future cont;active;indicative;causative;to write;bazaba bandikisha;imperfective;future;.ba.za.ba.ba.ndi.ki.sha.;ba.za.ba.ba.ndi.ki.sha
bazababandikira;kwandika;three;pl;future cont;active;indicative;applicative;to write;bazaba bandikira;imperfective;future;.ba.za.ba.ba.ndi.ki.ra.;ba.za.ba.ba.ndi.ki.ra
bazababandikana;kwandika;three;pl;future cont;active;indicative;comitative;to write;bazaba bandikana;imperfective;future;.ba.za.ba.ba.ndi.ka.na.;ba.za.ba.ba.ndi.ka.na
bazababandikagura;kwandika;three;pl;future cont;active;indicative;frequentative;to write;bazaba bandikagura;imperfective;future;.ba.za.ba.ba.ndi.ka.gu.ra.;ba.za.ba.ba.ndi.ka.gu.ra
bazababandikurura;kwandika;three;pl;future cont;active;indicative;iterative;to write;bazaba bandikurura;imperfective;future;.ba.za.ba.ba.ndi.ku.ru.ra.;ba.za.ba.ba.ndi.ku.ru.ra
bazababandikura;kwandika;three;pl;future cont;active;indicative;reversive;to write;bazaba bandikura;imperfective;future;.ba.za.ba.ba.ndi.ku.ra.;ba.za.ba.ba.ndi.ku.ra
nzabanandikwa;kwandika;one;sg;future cont;passive;indicative;neutral;to write;nzaba nandikwa;imperfective;future;.nza.ba.na.ndi.kwa.;nza.ba.na.ndi.kwa
nzabanandikishwa;kwandika;one;sg;future cont;passive;indicative;causative;to write;nzaba nandikishwa;imperfective;future;.nza.ba.na.ndi.ki.shwa.;nza.ba.na.ndi.ki.shwa
nzabanandikirwa;kwandika;one;sg;future cont;passive;indicative;applicative;to write;nzaba nandikirwa;imperfective;future;.nza.ba.na.ndi.ki.rwa.;nza.ba.na.ndi.ki.rwa
nzabanandikanwa;kwandika;one;sg;future cont;passive;indicative;comitative;to write;nzaba nandikanwa;imperfective;future;.nza.ba.na.ndi.ka.nwa.;nza.ba.na.ndi.ka.nwa
nzabanandikagurwa;kwandika;one;sg;future cont;passive;indicative;frequentative;to write;nzaba nandikagurwa;imperfective;future;.nza.ba.na.ndi.ka.gu.rwa.;nza.ba.na.ndi.ka.gu.rwa
nzabanandikururwa;kwandika;one;sg;future cont;passive;indicative;iterative;to write;nzaba nandikururwa;imperfective;future;.nza.ba.na.ndi.ku.ru.rwa.;nza.ba.na.ndi.ku.ru.rwa
nzabanandikurwa;kwandika;one;sg;future cont;passive;indicative;reversive;to write;nzaba nandikurwa;imperfective;future;.nza.ba.na.ndi.ku.rwa.;nza.ba.na.ndi.ku.rwa
uzabawandikwa;kwandika;two;sg;future cont;passive;indicative;neutral;to write;uzaba wandikwa;imperfective;future;.u.za.ba.wa.ndi.kwa.;u.za.ba.wa.ndi.kwa
uzabawandikishwa;kwandika;two;sg;future cont;passive;indicative;causative;to write;uzaba wandikishwa;imperfective;future;.u.za.ba.wa.ndi.ki.shwa.;u.za.ba.wa.ndi.ki.shwa
